c5	c10	c12	c14	c15	c16	c17	c18	c20	c25	c35	c40	c90	c100	c110	c120	c130	c140	c150	c152	c160	c170	c180	c190	c192	c200	c210	c220	c230	c240	c250	c260	c270	c280	c290	c300	c310a	c310b	c310c	c310d	c314a	c314b	c314c	c314d	c320a	c320b	c320c	c324a	c324b	c324c	c330	c332	c340	c350	c360	c370	c380	c390	c400	c410	c420	c430	c440	c450	c460	c490	c510a	c510b	c510c	c510d	c510e	c510f	c602	c604	c606	c608	c610	c612	c614	c616	c620	c640	c652	c654	c660	eof
	20230307		NM  	2023	3	7	2023FA0000114    	1	20230303	G	3411	101143DBB01420	HOSE            			BOEING	737   	7377Q8      	1384418	NM  										ZONE 200	WORN            	A				C				ABORTED TAKEOFF         				S			AFFECT SYSTEMS            			TO	TAKEOFF        	1			SW	99						40642				ABORTED TAKEOFF, AIRSPEED DISPLAY HOW IAS DISAGREE MESSAGE FRM 34204631. CORRECTIVE ACTION: HASE BEEN REPLACED FLEXIBLE 	HOSE IAW AMM 20-10-52/401 IN TEST ON GROUND OK								2 	4F			RT	A16WE   					 
	20230307		CE  	2023	3	7	2023FA0000115    	1	20230127	G	3200	57271102	LANDING GEAR    	CESSNA      	CESSNA      	CESSNA	404   	404         	2075901	CE  										ZONE 700	INOPERATIVE     	E				O				OTHER                   				O			OTHER                     			AP	APPROACH       	1			SW	99	97AQ 	10950	2    		11A102	4040135				PILOT REPORTED RIGHT LANDING GEAR WOLD NOT EXTEND, WHEN SELECTED. THE EMERGENCY BLOW DOWN BOTTLE WAS ACTIVATED AND ALL G	EARS CAME DOWN AND LOCKED.								2 	3O			RT	A25CE   					 
	20230307		CE  	2023	3	7	2023FA0000116    	1	20230307	G	5100	649304	ALTERNATOR      	HARTZL      		CESSNA	402   	402B        	207590P	CE  										ZONE 500	INOPERATIVE     	E				O				OTHER                   				O			OTHER                     			NR	NOT REPORTED   	1			SW	99	8091Q	8388 	26   		NA	402B0369				LEFT HAND ALTERNATOR LIGHT CAME ON, TAXING ON RUNWAY FOR TAKE OFF.									2 	3O				A7CE    					 
	20230308		CE  	2023	3	8	2023FA0000117    	1	20230308	G	3230	12170731	BARREL          	CESSNA      		CESSNA	210   	P210N       	2073454	CE  										ZONE 700	BROKEN          	D				A				UNSCHED LANDING         				O			OTHER                     			LD	LANDING        	1			NM	05	66WS 	3620 				P21000363				THE SHAPE OF THE FORWARD NOSE GEAR DOOR HINGES DO NOT ALLOW THE DOORS TO OPEN WITH THE BARREL LINKAGE DISCONNECTED. IF T	HE BARREL LINKAGE BREAKS, THE NOSE GEAR WILL NOT PUSH THE GEAR DOORS OPEN. IF THE HINGES WERE SHAPED SLIGHTLY DIFFERENT,	 THIS PROBLEM WOULD BE ELIMINATED. THE "C" SHAPE OF THE HINGES COULD BE OPENED UP TO ALLOW THE DOORS TO OPEN BY GRAVITY 	IF THE BARREL LINKAGE BREAKS OR BECOMES DISCONNECTED. (BARREL CONNECTOR ROD END TYPE BOLTS ARE A DIFFERENT DIAMETER. THE	 SMALLER DIAMETER SIDE BROKE OFF)					1 	3O				3A21    					 
	20230309		SW  	2023	3	9	2023FA0000118    	1	20230308	G	3220	65420022	BOOT            			GULSTM	560   	560         	0141402	SW  										NOSE GEAR	TORN            	E				O				OTHER                   				J			WARNING INDICATION        			TO	TAKEOFF        	1			SW	03	917TL	406  	406  			5600812				THE NOSE GEAR DEICE BOOT P.N. 6542002-2 WAS WEDGED BETWEEN THE NOSE GEAR CHROME PISTON P.N. 66452100-2 AND BEARING P.N. 	6642307-1 RESULTING IN THE STRUT STAYING COMPRESSES AFTER TAKEOFF AND WHEN THE GEAR WAS RETRACTED THE NOSE GEAR UP LOCK 	ROLLERS DID NOT ENGAGE WITH THE UP LOCK HOOKS THUS COMING IN CONTACT WITH THE NOSE GEAR DOOR CAUSING DAMAGE.  DUE TO THE	 NOSE GEAR FAILING TO LOCK IN THE UP POSITION THE HYDRAULIC MOTOR CONTINUED TO RUN CAUSING THE BRAKE HYDRAULIC PRESSURE 	AND THE ANTI SKID ANNUNCIATORS TO ILLUMINATE.  ONCE THE NOSE GEAR WAS IN THE DOWN AND LOCKED POSITION WITH A GREEN DOWN 	AND LOCKED ANNUNCIATOR ILLUMINATED THE HYDRAULIC PUMP WAS ABLE TO BUILD THE PRESSURE REQUIRED TO OPERATE THE BRAKING AND				2 	3O				6A1     					 
	20230309		CE  	2023	3	9	2023FA0000119    	1	20230309	G	5700	UNKNOWN	WING            	CESSNA      	CE680       	CESSNA	680   	680SOV      	2076811	CE  										ZONE 700	CORRODED        	B				K				NONE                    				O			OTHER                     			UK	UNKNOWN        	1			SW	99	376QS	13983			UNKNOWN	6800180				EXFOLIATION FOUND IN FOUR LOCATIONS ALONG THE REAR AFT SPAR OF THE LH & RH MLG. REQUIRES HI-LOK REMOVAL, CORROSION REMOV	AL AND MAPPING								2 	4F			RC	T00012WI					 
	20230309		CE  	2023	3	9	2023FA0000120    	1	20230309	G	5711		SPAR            			CESSNA	680   	680CE       	2076811	CE  										ZONE 600	CORRODED        	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	317QS					6800160				FOUND DURING BASE CHECK RIGHT MAIN WHEEL WELL AFT SPAR HAS LEVEL 2 CORROSION IN 2 LOCATIONS WILL REQUIRE CLEAN AND BLEND									2 	4F			RC	T00012WI					 
	20230310		EU  	2023	3	10	2023FA0000121    	1	20230309	G	7810		EXHAUST PIPE    			PIPIS 		VIRUS912    		EU  											NONE            	S				K				NONE                    				P			NO WARNING INDICATION     			IN	INSP/MAINT     	1			SW	99	2246 	500  				856				CRACKED MUFFLER WHERE EXHAUST ENTERS FROM CYLINDERS.  DISCOVERED DURING OIL CHANGE.  HAVE ORDERED AND WILL INSTALL PIPIS	TREL REPLACEMENT EXHAUST SYSTEM MADE BY AKROPOVIC (TITANIUM INSTEAD OF OEM STEEL EXHAUST).  AIRCRAFT IS A 2017 PIPISTREL	 VIRUS WITH THE ROTAX 912UL2 ENGINE AND PIPISTREL VARIO PROPELLER.  I'M THE OWNER AND HAVE DISCOVERED PIPISTREL DOES NOT	 SELL STEEL EXHAUST SYSTEMS ANYMORE (DUE TO THIS CRACKING PROBLEM).						1 										 
	20230310		CE  	2023	3	10	2023FA0000122    	1	20230309	G	2730	NAS304443511	CONTROL CABLE   			BEECH 	55    	95C55       	1152708	CE  											FRAYED          	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	277MD	3831 				TE223				UPON INSPECTION AT ANNUAL THE FORWARD ELEVATOR CONTROL CABLE WAS FOUND FRAYED, SIX STRANDS FOUND BROKEN. REF: AUSTRALIA 	AD/BEECH 36/54 DATED 4/2012.								2 	3O				3A16    					 
	20230310		EA  	2023	3	10	2023FA0000123    	1	20230310	G	5300	601370161	LINK            	BOMBDR      		CNDAIR	CL600 	CL6002B19   	1900309	EA  										ENGINE MOUNT COM	ABNORMAL        	B				O				OTHER                   				O			OTHER                     			UK	UNKNOWN        	1			SO	11					8244514	7815				ABNORMAL INDICATION WAS DISCOVERED DURING ULTRASONIC TEST NDT 71-23-103 PART 4.									2 	4F			RT	A21EA   					 
	20230313			2023	3	13	2023FA0000125    	1	20230209	G	7400	M3163	IMPULSE COUPLING	CHAMPION    							LYC   	IO360 	IO360L2A    		EA  						LOOSE           	D				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	723HG	480  			21071011		RL3393851E			MAGNETO IMPULSE COUPLING RIVETS FOUND LOOSE, REPLACED IMPULSE COUPLING WITH NEW.											3	O			1E10				 
	20230313			2023	3	13	2023FA0000126    	1	20230209	G	7400	M3163	IMPULSE COUPLING	CHAMPION    							LYC   	IO360 	IO360L2A    		EA  						LOOSE           	D				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	723HG	480  			21071012		RL3393851E			MAGNETO IMPULSE COUPLING RIVETS FOUND LOOSE, REPLACED IMPULSE COUPLING WITH NEW.											3	O			1E10				 
	20230313			2023	3	13	2023FA0000127    	1	20230217	G	7400	M3163	IMPULSE COUPLING	CHAMPION    							LYC   	IO360 	IO360L2A    		EA  						LOOSE           	D				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	63371	950  			21090944		RL3326751E			MAGNETO IMPULSE COUPLING RIVETS FOUND LOOSE, REPLACED IMPULSE COUPLING WITH NEW.											3	O			1E10				 
	20230313			2023	3	13	2023FA0000128    	1	20230217	G	7400	M3163	IMPULSE COUPLING	CHAMPION    							LYC   	IO360 	IO360L2A    		EA  						LOOSE           	D				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	63371	950  			22040108		RL3326751E			MAGNETO IMPULSE COUPLING RIVETS FOUND LOOSE, REPLACED IMPULSE COUPLING WITH NEW.											3	O			1E10				 
	20230313			2023	3	13	2023FA0000129    	1	20230220	G	7400	M3163	IMPULSE COUPLING	CHAMPION    							LYC   	IO360 	IO360L2A    		EA  						LOOSE           	D				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	2459M	1866 			19010351		RL2571051E			MAGNETO IMPULSE COUPLING RIVETS FOUND LOOSE, REPLACED IMPULSE COUPLING WITH NEW.											3	O			1E10				 
	20230313			2023	3	13	2023FA0000130    	1	20230303	G	7400	4371	MAGNETO         	CHAMPION    							LYC   	IO360 	IO360L2A    		EA  						DEFECTIVE       	D				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	287D 	478  			19010351		RL1146531E			MAGNETO INTERNAL COIL TAB BENT DOWN SEVERELY AND THE CARBON BRUSH WAS HARDLY MAKING ANY CONTACT, RETURNED FOR WARRANTY W	ORK. POORLY ASSEMBLED.										3	O			1E10				 
	20230313			2023	3	13	2023FA0000131    	1	20230303	G	7400	M3163	IMPULSE COUPLING	CHAMPION    							LYC   	O360  	O360A4M     	41514	EA  						DEFECTIVE       	D				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	592K 	1973 			21080155		RL119136E			MAGNETO IMPULSE COUPLING FOUND TO HAVE LOOSE RIVETS, REPLACED IMPULSE COUPLING WITH NEW.											3	O			E286				 
	20230313			2023	3	13	2023FA0000132    	1	20230309	G	7400	M3529	IMPULSE COUPLING	CHAMPION    							LYC   	O360  	O360A1H6    	NIR	EA  						DEFECTIVE       	D				O				OTHER                   				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	811AT	490  			21070323		RL3771236E			MAGNETO IMPULSE COUPLING FOUND TO HAVE LOOSE RIVETS, REPLACED IMPULSE COUPLING WITH NEW.											3	O			E286				 
	20230314			2023	3	14	2023FA0000133    	4	20230226	G	3140		EFIS            			CESSNA	172   	172S        	2072439	CE  	LYC   	IO360 	IO360L2A    		EA  	MCAULY	1A170	1A170E      	GL  		INTERMITTENT    	P				A				UNSCHED LANDING         				S			AFFECT SYSTEMS            			CR	CRUISE         	1			SW	99	15255					172S10455				WHILE MANEUVERING, THE ENGINE INDICATORS ON THE G1000 HAD RED X'S ON THE FOLLOWING INSTRUMENTS, TACHOMETER, FUEL FLOW, O	IL PRESSURE, OIL TEMP, EGT, VAC, FUEL QUANTITY AND ELECTRICAL. THIS LASTED FOR ABOUT 10-15 MINUTES. GAVE ME ENOUGH TIME 	TO FLY BACK TO KBKX AND LAND. UPON PULLING OFF THE RUNWAY, EVERYTHING CAME BACK AND WORKED LIKE NORMAL. INFORMED MAINTEN	ANCE OF THE ISSUE.						1 	3O	3	O	NT	3A12    	1E10	5	N	P857	 
	20230314			2023	3	14	2023FA0000134    	4	20230210	G	3140		EFIS            			CESSNA	172   	172S        	2072439	CE  	LYC   	IO360 	IO360L2A    		EA  	MCAULY	1A170	1A170E      	GL  		INTERMITTENT    	P				A				UNSCHED LANDING         				S			AFFECT SYSTEMS            			CR	CRUISE         	1			SW	99	15255					172S10455				ON THE GROUND STARTED THE AIRCRAFT AND ALL THE ENGINE INDICATING INSTRUMENTS SHOWED RED X'S ON THE G1000. SHUT DOWN AIRC	RAFT AND REPORTED PROBLEM TO MAINTINCE STAFF AND DOWNED THE AIRCRAFT FOR FURTHER FLIGHT OPERATIONS. MAINTINCE LOOKED AT 	THE ISSUE AND RECLEARED THE AIRCRAFT FOR FLIGHT OPERATIONS. STARTED THE AIRCRAFT AND DID RUN UP. ENGINE INDICATING INSTR	UMENTS WERE REPORTING NORMAL. DURING CRUSE PART OF FLIGHT ENGINE INDICATING INSTRUMENTS WENT ALL RED X'S AND WE RETURNED	 TO THE AIRPORT. BEFORE LANDING AT AIRPORT ALL ENGINE INDICATING INSTRUMENTS RETURNED TO NORMAL OPERATION. INFORMED MAIN	TINCE OF THE PROBLEM.				1 	3O	3	O	NT	3A12    	1E10	5	N	P857	 
	20230314			2023	3	14	2023FA0000135    	4	20230210	G	3140		EFIS            			CESSNA	172   	172S        	2072439	CE  	LYC   	IO360 	IO360L2A    		EA  	MCAULY	1A170	1A170E      	GL  		INTERMITTENT    	P				A				UNSCHED LANDING         				S			AFFECT SYSTEMS            			CR	CRUISE         	1			SW	99	15255					127S10455				DURING FLIGHT, ENGINE INDICATORS ON THE MFD HAD DROPPED TO ZERO AND RED X'D. CYCLED CIRCUIT BREAKERS, AND RESTARTED OUR 	AVIONICS BUSSES, BUT ISSUE PERSISTED. CAME BACK TO KBKX FOR A PRECAUTIONARY LANDING AND UPON TOUCHDOWN THE GUAGES CAME B	ACK. RAN THROUGH SOME TROUBLESHOOTING ON THE GROUND BUT WAS UNABLE TO RECREATE THE ISSUE. TOOK OFF AFTER ABOUT TEN MINUT	ES OF TRYING TO RECREATE THE PROBLEM. AIRPLANE GUAGES FLASHED FOR A SPLIT SECOND WITH RED X'S BUT OTHERWISE REMAINED OPE	RATIONAL WITH NO FURTHER ISSUES FOR REMAINDER OF THE FLIGHT.					1 	3O	3	O	NT	3A12    	1E10	5	N	P857	 
	20230314		EU  	2023	3	14	2023FA0000136    	1	20230314	G	3040	01885	CANOPY          	EXTRA       		EXTRA 	EA300 	EA300       	70218DI	EU  										ZONE 800	CRAZED          	D				K				NONE                    				O	Z		OTHER                     	SIGNIFICANT FAILURE REPORT		AB	AEROBATIC      	1			SW	99		717  				036				I SENT THE CANOPY OF THE ABOVE AIRCRAFT TO SOUTHEAST AERO SERVICES @ ST AUGUSTINE AIRPORT (KSGJ) FOR THEM TO REPLACE THE	 BUBBLE. I TRANSPORTED THE REPAIRED CANOPY WITH MY TRUCK WHICH I HAD CAREFULLY SECURED ON THE BACK OF MY TRUCK BED AND D	ROVE TO PALATKA AIRPORT (28J). WHILE PREPAIRING TO INSTALL ON THE AIRCRAFT I NOTICED SOME SMALL CRAZING ON THE LOWER LEF	T SIDE OF THE CANOPY BUBBLE EXTENDING UNDER THE PAINT. WE CAREFULLY REMOVED THE PAINT ON THE INSIDE OF THE CANOPY TO REV	EAL MULTIPLE AREAS AROUND THE PERIMETER OF THE ACRYLIC WHICH WAS CRAZED IN THE LOCATIONS WHERE THEY CLAMPED THE STRUCTUR	E DURING THE INSTALLATION PROCESS. I SUSPECT THAT THE CRAZING WAS CAUSED BY UNCALIBRATED PRESSURE APPLIED DURING THE INS				1 	3O			NC	A67EU   					 
	20230315		NM  	2023	3	15	2023FA0000137    	1	20230315	G	7120	310A204110	THRUST LINK     	BOEING      		BOEING	737   	737*        		NM  										ENGINE MOUNT COM	INDICATION      	B				O				OTHER                   				O			OTHER                     			UK	UNKNOWN        	1			SO	11					24549747					SURFACE INDICATION DISCOVERED DURING MAGNETIC PARTICLE CHECK (SOPM 20-20-01)									2 	4F			RT	A16WE   					 
	20230315		NM  	2023	3	15	2023FA0000138    	1	20230315	G	7120	310A20419	THRUST LINK     	BOEING      		BOEING	737   	737*        		NM  										ENGINE MOUNT COM	INDICATION      	B				O				OTHER                   				O			OTHER                     			UK	UNKNOWN        	1			SO	11										SURFACE INDICATION DISCOVERED DURING MAGNETIC PARTICLE CHECK (SOPM 20-20-01)									2 	4F			RT	A16WE   					 
	20230315		EU  	2023	3	15	2023FA0000139    	1	20230315	G	2500	110015201	SEAT BELT       			UROCOP	EC135 	EC135P2     	5620027	EU  										COCKPIT	FAULTY          	D				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	832CS					1050				I TOOK A SEATBELT FROM STOCK THAT HAD BEEN RE-WEBBED BY A REPAIR STATION.  IT HAD AN 8130-3. ANOTHER MECHANIC TRIED TO I	NSTALL IT BUT THE ATTACHING HARDWARE DIDN'T QUITE FIT.  I THINK THE SHOP THAT REWEBBED THE BELT MIXED UP THE METAL FITTI	NGS BECAUSE THE FAULTY END LOOKS IDENTICAL TO, AND FUNCTIONS PERFECTLY AS THE PART THAT FITS THE INTO THE BUCKLE OF THE 	BELT.  THE HOLE THAT SHOULD ACCEPT A BOLT AND BUSHING IS TOO SMALL SO THE BELT CAN'T BE CORRECTLY ATTACHED TO THE SEAT F	RAME.  IF SOMEONE DIDN'T KNOW BETTER, THEY MIGHT TRY TO ATTACH IT INCORRECTLY (THERE IS A SIMPLE WAY TO DO THAT).  LUCKI	LY THE INSTALLING MECHANIC WAS AWARE AND SAID THE ISSUE IS PRETTY COMMON.  I PERSONALLY HAVE NOT SEEN IT ALTHOUGH I'VE R				2 	3U				H88EU   					 
	20230315		EU  	2023	3	15	2023FA0000140    	1	20230315	G	5260	D30664515	SLIDE           			AIRBUS	A321  	A321211     	3930370	EU  										ZONE 800	MISALIGNED      	B				O	O	O	O	OTHER                   	OTHER                   	OTHER                   	OTHER                   	O	O		OTHER                     	OTHER                     		IN	INSP/MAINT     	1			SW	99	704FR	1017 				6845				DISCREPANCY: DURING THE INSTILLATION OF THE SAFETY ON THE L1 DOOR SLIDE, IT WAS NOTED THAT THE PIN IN QUESTION WAS UNABL	E TO ALIGNED.                                                                    CORRECTIVE ACTION: NR 5001220649-0010 ,	 REPLACED L1 DOOR SLIDE AS PER AMM 25-62-44-04 CONF 00 REV .93							2 	4F			RT	A28NM   					 
	20230315		CE  	2023	3	15	2023FA0000141    	1	20230312	G	5100		UNKNOWN         			CESSNA	750   	750         	2076810	CE  											UNKNOWN         	C				O				OTHER                   				O			OTHER                     			NR	NOT REPORTED   	1			SW	99	733FL					7500027				ENROUTE FROM RDU TO EGE, DIVERTED TO DEN DUE TO FLAPS FAILURE ANNUNCIATION WHEN FLAPS SELECTED TO 5 '. SLATS EXTENDED, B	UT FLAPS DID NOT FULLY EXTEND TO 5 '. RAN ABNORMAL CHECKLIST, FLAPS FAILED TO RESET. EMERGENCY WAS DECLARED IN ROUTE TO 	DEN AND AIRCRAFT LANDED SAFELY IN DEN.  AIRCRAFT WAS AOG IN DENVER . FLAPS WERE INSPECTED AND OPERATIONAL CHECKS COMPLET	ED NUMEROUS TIMES IAW CESSNA MODEL 750 AMM 27-50-00. NO DEFECTS NOTED.						2 	4J			RT	T00007WI					 
	20230316		CE  	2023	3	16	2023FA0000142    	1	20230315	G	2611		UNKNOWN         			CESSNA	525   	525B        	2076616	CE  											UNKNOWN         	E				K	O			NONE                    	OTHER                   			J	N		WARNING INDICATION        	FALSE WARNING             		AP	APPROACH       	1			SW	99	7SG  				1652	525B0240				DURING FINAL APPROACH, BAGGAGE SMOKE/ MASTER WARNING CAME ON. AFTER LANDING INSPECTED BOTH FORWARD AND AFT BAGGAGE COMPA	RTMENTS AND DID NOT SEE OR SMELL ANY SMOKE.                                                                             	                              INSPECTED BAGGAGE COMPARTMENT AND FOUND NO EVIDENCE OF SMOKE OR FIRE. TESTED SYSTEM WITH N	O DEFECTS NOTED. WORK ACCOMPLISHED IAW 525B AMM (REV 25) CH. 26-11 REV.17. AIRCRAFT IS APPROVED FOR RETURN TO SERVICE.						2 	4F			RT	A1WI    					 
	20230317			2023	3	17	2023FA0000144    	4	20230317	G	2230		AUTOTHROTTLE SYS			GULSTM	GVI   	GVI         	3980121	SO  											MISSING         	C				O				OTHER                   				O			OTHER                     			UK	UNKNOWN        	1			SW	99	919PE					6243				DURING?SCHEDULED?MAINTENANCE?ON?6243?AT?GAC?FAB?WO?SC23856.12.18,?THROTTLE?QUADRANT?ASSEMBLY?WAS?REQUIRED?TO?BE?REPLACED	?DUE?TO?A?R?ENG?THRUST?REVERSER?DEFECT.?DURING?REPLACEMENT?OF?THE?TQA?IAW G650ER?AMM?76-10-01?REV?15,?STEP?C.7?-?"REMOVE	?GUST?LOCK?INHIBIT?BRACKET?FROM?REAR?FACE?OF?THROTTLE?QUADRANT?AS?FOLLOWS.??:NOTE:?IF?THROTTLE?QUADRANT?ASSEMBLY?IS?TO?B	E?REPLACED,?THE?MECHANICALGUST?LOCK?AND?ATTACHING?HARDWARE?NEED?TO?BE?REMOVED?AND?RETAINED?FOR?INSTALLATION.?DURING?TH	IS?STAGE,?THE?GUST?LOCK?INHIBIT?HARDWARE?WAS?FOUND?NOT?INSTALLED?ONTO?THE?BACK?OF?THE?ORIGINAL?THROTTLE?QUADRANT?ASSEMBL	Y?QA?(S/N?-0342).				2 	4F			RT	T00015AT					 
	20230317		GL  	2023	3	17	2023FA0000145    	1	20230317	G	7110	39382001	COWLING         	CIRRUS      		CIRRUS	SR    	SR20        	05628AJ	GL  										ZONE 100	DAMAGED         	D				O				OTHER                   				M			OVER TEMP                 			UK	UNKNOWN        	1			GL	05	986CC	762  				2711				LOWER RIGHT COWLING ASSEMBLY CORE MATERIAL DAMAGED BY HEAT FROM EXHAUST COLLECTOR. THIS IS THE SECOND ONE DISCOVERED HER	E TO HAVE DAMAGE IN THIS AREA FROM HEAT.								1 	3O			NT	A00009CH					 
	20230320		CE  	2023	3	20	2023FA0000146    	1	20230317	G	5512	69322567	FAIRING         			CESSNA	680   	680A        	2076813	CE  										ZONE 300	CRACKED         	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			CE	07	630QS	4023 				680A0179				LH WIPER FARING CRACK. ACCOMPLISHED TEXTRON AVIATION REPAIR LETTER DQ38608M1 DATED MARCH 14, 2023 "680A-0179 LH WIPER FA	RING CRACK. "								2 	4F			RC	T00012WI					 
	20230321		SO  	2023	3	21	2023FA0000148    	2	20230321	G	7414	10500556101	MAGNETO         	TELEDYNECNTL	S6RSC25P    	CIRRUS	SR    	SR22        	2130001	GL  	CONT  	O550  	TSIO550K    	17410	SO  	HARTZL	HCJ3Y	PHCJ3YF1    	GL  	ENGINE	SHEARED         	B				A				UNSCHED LANDING         				R			PARTIAL RPM/PWR LOSS      			CR	CRUISE         	1			SW	99	118EB				D19EA213	1990	1037918			AIRCRAFT WAS IN CRUISE FLIGHT FROM LAS VEGAS, NV TO NORTH DAKOTA AND PILOT NOTICED ENGINE POWER LOSS AND ENGINE RUNNING 	ROUGH. AIRCRAFT LANDED AT KBIL WITHOUT INCIDENT. MAINTENANCE FOUND ROTOR GEAR MISSING TEETH IN LEFT MAGNETO.								1 	3O	3	O	NT	A00009CH	E5SO	5	C	P36EA	 
	20230321		GL  	2023	3	21	2023FA0000149    	1	20230321	G	2100	11331804	DRIVE UNIT      			CIRRUS	SR    	SR22T       	2130004	GL  	CONT  	O550  	TSIO550K    	17410	SO  	HARTZL	HCJ3Y	PHCJ3YF1    	GL  	ENGINE	STRIPPED        	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	99	118EB					1990	1037918			AFTER AN UNSCHEDULED LANDING BECAUSE OF A LEFT MAGNETO PROBLEM, MAINTENANCE FOUND THE A/C DRIVE PULLEY TO SPLINE SHAFT M	ISSING 3 OF 4 MOUNTING BOLTS. FOUND THREADS IN PULLEY STRIPPED OUT.								1 	3O	3	O	NT	A00009CH	E5SO	5	C	P36EA	 
	20230322		GL  	2023	3	22	2023FA0000150    	1	20230312	G	3242	GOST217271	CABLE           			YAKLEV	YAK   	YAK52       	9830220	GL  										BRAKE CABLE	FRACTURED       	G				E				ENGINE SHUTDOWN         				O			OTHER                     			TX	TAXI/GRND HDL  	1			EA	17	122GC	1573 				N122GC				DURING TAXI, PILOT SUSTAINED DAMAGE TO THE AIRCRAFT AFTER FRONT STICK BRAKE CABLE FRACTURED. THERE WAS NO NOTED PRE-IMPA	CT MECHANICAL MALFUNCTION THAT WOULD HAVE PRECLUDED NORMAL OPERATIONS.								1 	3R			RT	EXPA1L71					 
	20230322		WP  	2023	3	22	2023FA0000151    	1	20230322	G	6230	C64712REVZ	BEARING         			ROBSIN	R44   	R44         	7640120	WP  											ROUGH           	H				K				NONE                    				P			NO WARNING INDICATION     			NR	NOT REPORTED   	1			GL	15	839RM	1317 	1317 		1711	2327				FOUND ROUGH FEELING SWASHPLATE BEARING. THIS BEARING HAS A LIMITED LIFE LIMIT, BUT IS NEVER TO BE INSPECTED FOR ROUGHNES	S. 100 HR/ ANNUAL INSPECTION PROCESS DOES NOT CALL FOR THE REMOVAL OF HARDWARE TO CHECK SWASHPLATE AT ANY HOUR/DATE INTE	RVAL. ROBINSON DOES GIVE A PROCEDURE TO SERVICE THIS PROCEDURE WHERE IT IS MENTIONED THAT NO ROUGHNESS IS ALLOWED IN	 THE BEARING. THE SERVICING PROCEDURE IN THIS MM IS NOT LISTED TO BE COMPLETE AT ANY PARTICULAR TIME, EITHER. ITS JUST A	 PROCEDURE ONE CAN FOLLOW IF THEY EVER SO DESIRE.					1 	3O				H11NM   					 
	20230323		CE  	2023	3	23	2023FA0000152    	1	20230322	G	5100		UNKNOWN         			CESSNA	421   	421         	2076010	CE  										UNKNOWN	UNKNOWN         	H				O				OTHER                   				O			OTHER                     			NR	NOT REPORTED   	1			SW	99										I HAVE 3 CESSNA 421C SERIAL NUMBER RANGES FROM 421C0005-421C 1075 THE RIGHT BRAKE HARD LINE IN CABIN IS UNDER THE SCAT T	UBING IN THE AIRCRAFT CAUSING DISSIMILAR METAL CORROSION, I HAVE 3 THAT RAN OFF RUNWAY DUE TO RIGHT BRAKE FAILURE. PLEAS	E CHECK HARD LINE FOR ABNORMALITIES. ALL HARDLINES THAT WERE REMOVED HAVE HOLES BETWEEN SCAT TUBING AND LINE ALOWING HYD	RAULIC FLUID TO DRAIN FROM BRAKE WHEN PUSHED.						2 	3O			RT	A7CE    					 
